"","LoanAmount","City","State","Zip","NAICSCode","BusinessType","RaceEthnicity","Gender","Veteran","NonProfit","JobsReported","DateApproved","Lender","CD"
"169",140500,"PITTSBURGH","PA",15234,236118,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",15,"04/16/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"170",140500,"PITTSBURGH","PA",15215,423990,"Corporation","Unanswered","Male Owned","Unanswered","",31,"04/05/2020","ServisFirst Bank","PA-17"
"171",140500,"Monroeville","PA",15146,453910,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"172",140480,"Mc Kees Rocks","PA",15136,811111,"Corporation","Unanswered","Unanswered","Unanswered","",16,"04/28/2020","Northwest Bank","PA-17"
"173",140400,"PITTSBURGH","PA",15227,621391,"Corporation","Unanswered","Unanswered","Unanswered","",11,"04/09/2020","First National Bank of Pennsylvania","PA-18"
"174",140300,"PITTSBURGH","PA",15206,519190,"Corporation","Unanswered","Unanswered","Unanswered","",8,"04/10/2020","Standard Bank, PaSB","PA-18"
"175",140287.5,"PITTSBURGH","PA",15222,722310,"Corporation","Unanswered","Female Owned","Non-Veteran","",25,"04/30/2020","American Express National Bank","PA-18"
"176",140280,"Moon","PA",15108,441110,"Corporation","Unanswered","Unanswered","Unanswered","",7,"04/15/2020","Manufacturers and Traders Trust Company","PA-17"
"177",140250,"Pittsburgh","PA",15215,484110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/05/2020","Celtic Bank Corporation","PA-17"
"178",140232,"PITTSBURGH","PA",15243,236118,"Corporation","Unanswered","Unanswered","Unanswered","",12,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"179",140200,"PITTSBURGH","PA",15235,541211,"Sole Proprietorship","White","Male Owned","Non-Veteran","",0,"04/28/2020","Standard Bank, PaSB","PA-17"
"180",140200,"PITTSBURGH","PA",15220,711110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",15,"04/13/2020","PNC Bank, National Association","PA-18"
"181",140200,"OAKDALE","PA",15071,423840,"Corporation","Unanswered","Unanswered","Unanswered","",12,"05/03/2020","PNC Bank, National Association","PA-17"
"182",140172,"PITTSBURGH","PA",15239,236117,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",10,"04/13/2020","S & T Bank","PA-18"
"183",140100,"MONROEVILLE","PA",15146,621399,"Corporation","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"184",140000,"PITTSBURGH","PA",15206,311812,"Corporation","Unanswered","Male Owned","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"185",140000,"PITTSBURGH","PA",15216,443141,"Corporation","Unanswered","Unanswered","Unanswered","",15,"04/13/2020","First Commonwealth Bank","PA-17"
"186",140000,"PITTSBURGH","PA",15216,541611,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",9,"05/03/2020","PNC Bank, National Association","PA-17"
"187",140000,"MONROEVILLE","PA",15146,999990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",33,"05/03/2020","PNC Bank, National Association","PA-18"
"188",140000,"PITTSBURGH","PA",15218,722410,"Corporation","Unanswered","Unanswered","Unanswered","",37,"04/15/2020","First Commonwealth Bank","PA-18"
"189",139900,"PITTSBURGH","PA",15219,561311,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",31,"04/29/2020","PNC Bank, National Association","PA-18"
"190",139800,"ALLISON PARK","PA",15101,238110,"Subchapter S Corporation","White","Male Owned","Non-Veteran","",6,"04/29/2020","Standard Bank, PaSB","PA-17"
"191",139800,"PITTSBURGH","PA",15203,541715,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",12,"04/13/2020","The Huntington National Bank","PA-18"
"192",139794,"PITTSBURGH","PA",15235,624410,"Corporation","Unanswered","Unanswered","Unanswered","",28,"04/13/2020","S & T Bank","PA-17"
"193",139700,"PITTSBURGH","PA",15212,561499,"Corporation","Unanswered","Unanswered","Non-Veteran","",0,"04/13/2020","First National Bank of Pennsylvania","PA-18"
"194",139667,"BRIDGEVILLE","PA",15017,722511,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",22,"04/27/2020","First National Bank of Pennsylvania","PA-18"
"195",139600,"IMPERIAL","PA",15126,213112,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",9,"04/10/2020","PNC Bank, National Association","PA-17"
"196",139600,"OAKMONT","PA",15139,541712,"Corporation","Unanswered","Unanswered","Unanswered","",10,"05/03/2020","PNC Bank, National Association","PA-17"
"197",139600,"VERONA","PA",15147,NA,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",14,"05/03/2020","PNC Bank, National Association","PA-17"
"198",139600,"Wilkinsburg","PA",15221,999990,"Subchapter S Corporation","Unanswered","Female Owned","Non-Veteran","",0,"05/03/2020","Citizens Bank, National Association","PA-18"
"199",139585,"Pittsburgh","PA",15206,722511,"Corporation","Unanswered","Male Owned","Unanswered","",55,"04/14/2020","1st Summit Bank","PA-18"
"200",139400,"PITTSBURGH","PA",15206,722513,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",40,"05/03/2020","PNC Bank, National Association","PA-18"
"201",139400,"PITTSBURGH","PA",15228,448120,"Corporation","Unanswered","Unanswered","Unanswered","",21,"05/03/2020","PNC Bank, National Association","PA-17"
"202",139400,"PITTSBURGH","PA",15205,454390,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",26,"04/14/2020","Touchmark National Bank","PA-17"
"203",139353,"PITTSBURGH","PA",15217,722511,"Corporation","Unanswered","Unanswered","Unanswered","",26,"05/27/2020","KeyBank National Association","PA-18"
"204",139300,"PITTSBURGH","PA",15225,713950,"Corporation","Unanswered","Male Owned","Unanswered","",39,"04/04/2020","Somerset Trust Company","PA-17"
"205",139300,"Seven Fields","PA",16046,621112,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-16"
"206",139245,"BRIDGEVILLE","PA",15017,327320,"Corporation","Unanswered","Unanswered","Unanswered","",9,"07/14/2020","WesBanco Bank, Inc.","PA-18"
"207",139207,"MONROEVILLE","PA",15146,621399,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",25,"04/14/2020","S & T Bank","PA-18"
"208",139200,"Pittsburgh","PA",15219,813219,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",25,"04/30/2020","First Commonwealth Bank","PA-18"
"209",139200,"PITTSBURGH","PA",15213,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/13/2020","First National Bank of Pennsylvania","PA-18"
"210",139200,"BRIDGEVILLE","PA",15017,711310,"Corporation","Unanswered","Female Owned","Non-Veteran","",28,"04/28/2020","First Commonwealth Bank","PA-18"
"211",139200,"NATRONA HEIGHTS","PA",15065,621111,"Corporation","Unanswered","Unanswered","Unanswered","",22,"04/15/2020","PNC Bank, National Association","PA-17"
"212",139100,"SEWICKLEY","PA",15143,423830,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",10,"04/13/2020","PNC Bank, National Association","PA-17"
"213",139100,"PITTSBURGH","PA",15215,237310,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",14,"04/13/2020","KeyBank National Association","PA-17"
"214",139100,"PITTSBURGH","PA",15217,621210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",12,"04/15/2020","PNC Bank, National Association","PA-18"
"215",139100,"PITTSBURGH","PA",15214,624410,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",19,"04/28/2020","PNC Bank, National Association","PA-18"
"216",139067,"MCKEESPORT","PA",15133,236220,"Subchapter S Corporation","Unanswered","Female Owned","Unanswered","",25,"06/15/2020","First National Bank of Pennsylvania","PA-18"
"217",139000,"PITTSBURGH","PA",15239,339115,"Corporation","Unanswered","Male Owned","Non-Veteran","",24,"04/28/2020","First Commonwealth Bank","PA-18"
"218",139000,"PITTSBURGH","PA",15213,999990,"Corporation","Unanswered","Unanswered","Unanswered","",46,"05/03/2020","PNC Bank, National Association","PA-18"
"219",138983,"PITTSBURGH","PA",15232,722511,"Corporation","Unanswered","Unanswered","Unanswered","",25,"05/27/2020","KeyBank National Association","PA-18"
"220",138944,"BRADDOCK","PA",15104,238990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",14,"04/28/2020","S & T Bank","PA-18"
"221",138900,"VERONA","PA",15147,445110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",32,"04/13/2020","PNC Bank, National Association","PA-17"
"222",138900,"CARNEGIE","PA",15106,424120,"Corporation","Unanswered","Male Owned","Non-Veteran","",12,"05/03/2020","PNC Bank, National Association","PA-17"
"223",138900,"GIBSONIA","PA",15044,238910,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/28/2020","First Commonwealth Bank","PA-17"
"224",138860,"WEXFORD","PA",15090,812990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",11,"05/04/2020","First National Bank of Pennsylvania","PA-17"
"225",138800,"Pittsburgh","PA",15228,713940,"Corporation","Unanswered","Unanswered","Unanswered","",7,"04/11/2020","Celtic Bank Corporation","PA-17"
"226",138800,"Coraopolis","PA",15108,238990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"227",138700,"MARS","PA",16046,448310,"Corporation","White","Male Owned","Unanswered","",8,"04/27/2020","Enterprise Bank","PA-16"
"228",138700,"PITTSBURGH","PA",15219,541110,"Corporation","Unanswered","Unanswered","Unanswered","",5,"04/05/2020","Enterprise Bank","PA-18"
"229",138600,"PITTSBURGH","PA",15219,624190,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",19,"04/13/2020","The Huntington National Bank","PA-18"
"230",138600,"WEXFORD","PA",15090,238110,"Sole Proprietorship","White","Male Owned","Veteran","",12,"04/07/2020","The Huntington National Bank","PA-17"
"231",138600,"CORAOPOLIS","PA",15108,424310,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",13,"05/03/2020","PNC Bank, National Association","PA-17"
"232",138500,"PITTSBURGH","PA",15237,541512,"Corporation","White","Male Owned","Non-Veteran","",7,"04/13/2020","The Huntington National Bank","PA-17"
"233",138500,"WEXFORD","PA",15090,237120,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",16,"04/15/2020","PNC Bank, National Association","PA-17"
"234",138425,"MCKEESPORT","PA",15135,811310,"Corporation","White","Male Owned","Unanswered","",7,"04/29/2020","Washington Financial Bank","PA-18"
"235",138362.59,"CLINTON","PA",15026,488490,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",16,"04/15/2020","West-Aircomm FCU","PA-17"
"236",138300,"Tarentum","PA",15084,561910,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/28/2020","Citizens Bank, National Association","PA-17"
"237",138103,"CLINTON","PA",15026,623220,"Corporation","Unanswered","Unanswered","Unanswered","",13,"04/08/2020","West-Aircomm FCU","PA-17"
"238",138100,"PITTSBURGH","PA",15220,423330,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",10,"04/12/2020","Enterprise Bank","PA-18"
"239",138100,"BETHEL PARK","PA",15102,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",46,"04/28/2020","PNC Bank, National Association","PA-18"
"240",138000,"PITTSBURGH","PA",15228,722511,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",26,"04/15/2020","PNC Bank, National Association","PA-17"
"241",138000,"MC KEES ROCKS","PA",15136,621340,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",15,"05/03/2020","PNC Bank, National Association","PA-17"
"242",137900,"Bakerstown","PA",15007,722511,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-17"
"243",137852,"CORAOPOLIS","PA",15108,NA,"Corporation","Unanswered","Unanswered","Unanswered","",6,"05/03/2020","Cross River Bank","PA-17"
"244",137800,"PITTSBURGH","PA",15203,541990,"Corporation","White","Female Owned","Non-Veteran","",9,"04/28/2020","First Commonwealth Bank","PA-18"
"245",137700,"ALLISON PARK","PA",15101,541191,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",9,"04/13/2020","KeyBank National Association","PA-17"
"246",137700,"PITTSBURGH","PA",15226,424490,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",32,"05/03/2020","PNC Bank, National Association","PA-18"
"247",137700,"Pittsburgh","PA",15213,811111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"248",137600,"PITTSBURGH","PA",15207,332313,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/11/2020","First National Bank of Pennsylvania","PA-18"
"249",137600,"Pittsburgh","PA",15222,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"250",137590,"GIBSONIA","PA",15044,813910,"Corporation","White","Male Owned","Non-Veteran","",25,"04/14/2020","The Huntington National Bank","PA-17"
"251",137525,"PITTSBURGH","PA",15202,236116,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",15,"04/07/2020","S & T Bank","PA-18"
"252",137513,"Gibsonia","PA",15044,312130,"Corporation","Unanswered","Unanswered","Unanswered","",74,"05/03/2020","KeyBank National Association","PA-17"
"253",137500,"Carnegie","PA",15106,453998,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",10,"04/27/2020","Greater Nevada CU","PA-17"
"254",137500,"PITTSBURGH","PA",15232,711310,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",12,"04/15/2020","First Commonwealth Bank","PA-18"
"255",137425,"ELIZABETH","PA",15037,722511,"Corporation","Unanswered","Unanswered","Unanswered","",43,"04/08/2020","S & T Bank","PA-18"
"256",137400,"PITTSBURGH","PA",15237,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",0,"04/10/2020","First National Bank of Pennsylvania","PA-17"
"257",137400,"PITTSBURGH","PA",15212,561499,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",0,"04/10/2020","First National Bank of Pennsylvania","PA-18"
"258",137289,"BETHEL PARK","PA",15102,423840,"Corporation","Unanswered","Unanswered","Unanswered","",14,"04/28/2020","Brentwood Bank","PA-18"
"259",137200,"PITTSBURGH","PA",15202,541310,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",7,"04/11/2020","KeyBank National Association","PA-18"
"260",137200,"WEXFORD","PA",15090,541511,"Corporation","Unanswered","Unanswered","Unanswered","",9,"04/15/2020","The Huntington National Bank","PA-17"
"261",137125,"PITTSBURGH","PA",15234,621111,"Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran","",13,"04/08/2020","The Huntington National Bank","PA-17"
"262",137100,"PITTSBURGH","PA",15201,811310,"Corporation","White","Female Owned","Unanswered","",14,"04/15/2020","Standard Bank, PaSB","PA-18"
"263",137000,"Pittsburgh","PA",15213,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",NA,"04/15/2020","Citizens Bank, National Association","PA-18"
"264",136900,"GIBSONIA","PA",15044,561499,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/12/2020","First National Bank of Pennsylvania","PA-17"
"265",136835,"PITTSBURGH","PA",15206,623311,"Sole Proprietorship","Unanswered","Female Owned","Unanswered","",20,"04/28/2020","First National Bank of Pennsylvania","PA-18"
"266",136797.8,"PITTSBURGH","PA",15217,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",16,"04/13/2020","S & T Bank","PA-18"
"267",136700,"PITTSBURGH","PA",15238,NA,"Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran","",16,"05/03/2020","PNC Bank, National Association","PA-18"
"268",136672,"PITTSBURGH","PA",15214,722511,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",37,"05/05/2020","WesBanco Bank, Inc.","PA-18"
"269",136605,"WEXFORD","PA",15090,722511,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",50,"06/11/2020","First National Bank of Pennsylvania","PA-17"
"270",136600,"SEWICKLEY","PA",15143,562910,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",13,"05/03/2020","PNC Bank, National Association","PA-17"
"271",136500,"PITTSBURGH","PA",15237,621111,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",11,"05/03/2020","PNC Bank, National Association","PA-17"
"272",136400,"PITTSBURGH","PA",15215,238220,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",11,"04/27/2020","First Commonwealth Bank","PA-17"
"273",136400,"CORAOPOLIS","PA",15108,722513,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",28,"06/19/2020","Enterprise Bank","PA-17"
"274",136400,"PITTSBURGH","PA",15219,541211,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",8,"04/15/2020","PNC Bank, National Association","PA-18"
